r01		r02		r03		r10		r12		r13		r20		r21		r23		r30		r31		r32		
5984		5975		3521		6040		3919		3609		5904		3886		2491		3507		3609		2495		
6012		5895		Err		6012		3853		3628		5914		3895		2509		3516		3600		2566		
6016		5867		3530		5988		3928		3600		5895		3905		2477		Err		3614		2505		
6016		5872		3548		6016		3895		3595		5862		3900		2477		3539		3609		2524		
5984		5872		3548		6007		3900		3600		5937		3905		2519		3553		3623		2556		
5989		5890		3562		5984		3891		3614		5858		3923		2505		3530		3609		2538		
6030		5961		3516		5989		3900		3605		5862		3938		2491		3549		3600		2538		
6007		5933		Err		6007		3881		3628		5918		3914		2524		3544		3623		2495		
5975		Err		Err		5984		3891		3619		5970		3919		2519		3539		3628		2692		
5993		5904		Err		5984		3900		3623		5904		3891		2552		3549		3637		2528		
5979		5914		3549		6016		3933		Err		Err		3900		2528		3558		3614		2542		
6016		5984		3544		6012		3886		3605		5825		3891		2509		3548		3619		2538		
5998		5872		3553		5984		3900		3619		Err		3933		2533		3544		3605		2533		
5979		5886		3516		5988		3938		3614		5937		3914		2505		3511		3614		2533		
5993		5890		3549		6021		3942		3609		5839		3891		2542		3502		3619		Err		
5984		5886		3572		6012		3905		3609		5961		3881		2524		3516		3642		2519		
6012		5947		3530		5988		3914		Err		5904		3900		2552		3530		3600		2514		
6021		5890		3544		6030		Err		3600		5965		3923		2500		3544		3623		2533		
5984		5918		Err		6002		3886		3633		5970		3905		2509		3553		3619		2509		
6026		5914		3530		6021		3872		3609		5909		3919		2524		3525		3600		2519		
6012		5904		3535		5979		3900		3595		5881		3928		2533		3511		3656		2509		
6016		5890		3530		6035		3867		3633		5834		3905		2519		3544		3633		2533		
5993		5843		3553		6021		3966		3595		5900		3886		2500		3493		Err		2495		
5984		5825		3525		6007		3877		3590		5928		3905		2533		3525		3595		2528		
5988		5909		3516		5984		3905		3595		5825		3928		2524		3511		3605		2514		
6007		5975		Err		5984		3872		3590		5872		3891		2528		3548		3623		2533		
5993		5933		3539		6012		3928		3614		5923		3923		2509		3544		3605		2505		
5998		5942		3535		5998		3909		3581		5909		3886		2509		3535		3623		2495		
6002		5951		3530		6007		3919		3609		5947		3900		2486		3511		3619		2495		
6002		5947		3502		6002		3886		3628		5928		3891		2547		3530		3614		2538		
5984		5942		3544		5998		3942		3605		5923		3909		2528		3521		3609		2542		
6021		Err		3539		6016		3938		3595		5886		3952		2528		3539		3609		2528		
5988		5872		3562		6002		3891		3605		5876		3933		2519		3530		3600		2500		
6007		5834		3548		6012		3905		3600		5909		3905		2528		3521		3623		2528		
6002		5918		3535		6007		3900		3619		5951		3881		2500		3544		3600		2514		
5998		5839		Err		Err		3886		3609		6021		3923		2514		3525		3614		2481		
6016		5970		3530		6016		3909		3609		5904		3928		2528		3483		3623		2505		
6007		5918		3562		6021		3919		3647		5815		3928		2481		3525		3623		2505		
5989		5848		3535		Err		3914		3590		5895		3891		2500		3511		3609		2524		
5984		5867		3558		6026		3891		3576		5904		3891		2505		3535		3619		2477		
6012		5872		3544		5993		3933		3600		5900		3900		2542		3525		3628		2547		
5993		5876		3521		6002		3923		3605		5867		3877		2509		3507		3600		2542		
6012		5872		3539		6007		3905		3614		Err		3909		2542		3535		3605		2524		
5989		5961		3558		6002		3938		3605		5918		3933		2538		3502		3600		2500		
5988		5951		3535		5984		3891		Err		5970		3914		2524		3544		3600		2528		
5989		5965		3544		5984		3905		3586		5975		3947		2552		3548		3614		2556		
5993		5956		3539		5988		3881		3590		5862		3919		2505		3511		3605		2477		
5984		5947		3530		5989		3905		3590		5909		3909		2524		Err		3605		Err		
5988		5895		3539		6012		3872		3595		5942		3867		2528		3530		3600		2514		
6021		5947		3521		5993		3895		3595		5914		3891		2524		3516		3609		2542		
6007		5937		3544		5984		3914		Err		5900		3891		2505		3530		3633		2542		
6030		5947		3544		6016		3928		3605		5918		3881		2542		3525		3609		2500		
5988		5933		3516		5989		3900		3605		5914		3928		2533		3502		3609		2533		
6012		5843		3507		5975		3909		3623		5890		3919		2491		3544		3623		2570		
5988		5918		3581		Err		3952		3614		6007		3961		2542		3511		3637		2519		
5989		5867		3516		5984		3919		3576		5858		3886		2533		3535		Err		2552		
5975		5895		3525		6012		3905		3586		5933		3919		2547		3548		3605		2505		
6007		5956		3544		6044		3886		3637		5947		3914		2542		3525		3605		2509		
5993		5975		3539		5998		3891		3614		5872		3895		2570		3535		3600		2542		
6007		5829		3544		6021		3928		3609		5881		3919		2519		3553		3605		2566		
5984		5984		3530		5988		3919		Err		Err		3933		2547		3539		3614		2509		
5961		5928		3521		5984		3942		3605		5862		3891		2514		3521		3619		2542		
5984		5904		3553		5993		3886		3633		Err		3895		2538		3525		3605		2528		
6021		5872		Err		6007		3895		3633		5933		3928		2519		3516		3605		2528		
6007		5900		3549		5998		3900		3619		5895		3909		2556		3511		3609		2538		
5989		5933		3530		5984		3895		3623		Err		3942		2533		3548		3614		2888		
Err		5928		3530		6021		3881		3647		5956		3877		2505		3549		3614		2552		
5979		5975		3544		5975		3914		3609		5951		3947		2514		3525		3614		2538		
5984		5970		3544		5993		3909		3642		5886		3933		2519		3530		3600		2505		
5984		5862		3497		5998		Err		3600		5881		3881		2547		3497		3581		2547		
5988		5909		3539		5989		3905		3609		5890		3919		2528		Err		3600		2495		
5989		5947		3544		5993		3914		3628		5918		3914		2514		3516		3590		2514		
5998		5895		3544		5989		3872		3633		5886		3914		2519		3535		3600		2528		
6021		5895		Err		5979		3914		3647		Err		Err		2547		3548		3605		2547		
5961		5984		3539		5998		3891		3637		5872		3891		2547		3502		3609		2556		
5979		5862		3521		5998		3909		3614		6002		3919		2547		3511		3628		2556		
6021		5914		3511		5988		3895		3609		5904		3919		2538		3511		3605		2556		
Err		Err		3521		5984		3942		3623		Err		3881		2533		3539		3614		2552		
6012		Err		3530		5998		3942		3605		5947		3891		2547		3544		3623		2533		
6002		5900		3544		5979		3928		3647		5904		3905		2495		3535		3605		2500		
5979		5872		3521		5988		3942		3605		Err		3966		2575		3511		3595		2538		
5998		5900		3539		6030		3891		3595		5881		3909		2533		3516		3633		2514		
5993		5900		3507		5988		3952		3647		5984		3923		2509		3525		3600		2524		
5988		5909		3535		6016		3886		3623		5928		3942		Err		3521		3628		2495		
6002		5815		3553		5965		3914		3614		5975		3933		2538		3530		3619		2528		
5989		5895		3544		6007		3900		3614		5923		3891		2514		Err		3581		2528		
6002		5933		3539		5984		3891		3633		5886		3942		2538		3521		3637		2514		
5993		5923		3525		6002		3909		3595		5876		3900		2528		3521		3623		2538		
5989		5965		3530		5979		3872		3623		5881		3928		2570		3530		3628		2514		
6002		5839		3544		5998		3891		3609		5928		3914		2547		3544		3605		2524		
6007		5876		3511		6026		3909		Err		5904		3881		2533		Err		3600		2524		
6030		5947		Err		6012		3895		3623		5867		3914		2566		3549		Err		2524		
6002		5918		3502		6012		3905		3619		5933		3891		2500		Err		3633		2514		
6002		5904		3539		6035		3933		3623		5858		3914		2538		3521		3595		2500		
5989		5918		3539		6030		3891		3586		5886		3900		2552		Err		3623		2579		
6063		5975		3549		6054		3905		3614		5900		3942		2552		3525		3642		2552		
6012		5947		3535		5998		3881		3600		5872		3877		2467		3497		3605		2505		
6012		5900		3516		5993		3886		3595		5858		3895		2486		3539		3586		2552		
6016		5918		3558		5989		3877		3590		5867		3933		2552		3539		3595		2575		
6016		5858		3572		6035		3919		3609		Err		3909		2514		3530		3605		2509		
6016		5890		3525		6002		3933		3623		5909		3923		2528		3535		3600		2542		
5989		5942		3530		6021		3891		3586		5904		3923		Err		3553		3609		2500		
6026		5961		3544		5989		3886		3619		5904		3881		2519		3530		3595		2547		
6021		5881		3530		Err		3877		3642		Err		3886		2538		3525		3586		2509		
6021		5872		3558		6040		3933		3619		5956		3909		2528		3544		3600		2552		
5998		5923		3511		6007		3900		3609		5914		3895		2509		Err		3605		2547		
5989		5904		3544		5989		3895		3633		5979		3900		2528		3535		3595		2533		
6030		5886		3530		6063		3877		3623		5989		3886		2514		3535		3651		2533		
5993		5872		3530		5989		3905		3595		5984		3933		2500		3530		3623		2524		
5984		5881		3535		Err		3923		3614		5928		3919		2500		3539		3633		2524		
5984		5872		3544		5965		3933		3595		5881		3919		2528		3530		3619		2524		
5988		5914		3544		6002		3881		3619		5867		3905		2561		3507		3642		2519		
5998		Err		3525		6030		3895		3628		5993		3905		2505		3507		3590		2514		
6021		5825		Err		6007		3900		3590		5923		3891		2533		3507		3609		2505		
5989		5886		3539		5984		3895		3609		5914		3909		2556		3535		3595		2505		
6035		5890		3549		6044		3886		3609		5984		3891		2570		3516		3619		2538		
6030		6026		3576		6082		3938		3595		5848		3877		2519		3525		3605		2538		
Err		Err		Err		5975		3923		Err		5848		3881		Err		3525		3590		2552		
5984		5881		Err		6026		3919		3628		5853		3938		2514		3525		3600		2505		
5984		5965		3549		6040		3867		3651		5928		3900		2528		3548		3595		2486		
6026		5918		3525		5998		3923		3609		5858		3905		2528		3548		3647		2505		
6030		5918		3539		Err		3928		3623		5872		3947		2533		3530		3605		2533		
6063		Err		3535		6035		3886		3623		5937		3877		2524		3586		3586		2528		
Err		5918		3516		6030		3919		3614		5858		3895		2500		3525		3609		2519		
5993		5918		3548		6026		3895		3614		5914		3919		2524		3511		3609		2566		
5988		5951		3530		Err		3914		3590		5900		3914		2552		3548		3609		2524		
6030		5942		3525		6007		3914		3595		5848		3942		2481		Err		3595		2542		
6021		5867		3549		6021		3928		3605		5909		3858		2552		3502		3605		2538		
5979		5909		3511		5989		3905		3609		5928		3900		2509		3521		3619		2538		
5988		5876		3511		6021		3905		3595		5951		3895		2519		3562		3614		2524		
6002		5951		3544		6002		3938		3590		5914		3891		2575		3530		3628		2538		
5998		5862		3553		5993		3914		3628		5937		3900		2500		Err		3609		2524		
5970		5843		3530		5998		3923		3623		5942		3928		2533		Err		3590		2552		
6002		5843		3521		5988		Err		3609		5895		Err		Err		Err		3619		2514		
6016		5867		3548		6016		3895		Err		5858		3914		2528		3553		3642		2673		
5984		5956		3535		5988		3928		3642		5909		3919		2542		3535		3576		2491		
5993		5872		3530		5975		3872		3619		5900		3947		2519		3544		3609		2481		
6021		5998		3535		5988		3867		3605		5890		Err		Err		3539		3609		2547		
5988		6007		3530		5984		3900		3614		5947		3905		2524		3497		3600		2552		
5979		5900		3539		5989		3909		3619		5928		3942		Err		Err		3619		2561		
Err		5848		3535		5988		3886		3595		5914		3923		2524		3549		3595		2509		
5984		5928		3507		Err		3933		3619		Err		3886		2538		3488		3605		Err		
5965		5918		3521		6016		3909		3605		5928		3891		2561		3549		3605		2519		
5984		5961		3535		6007		3891		3600		5965		3900		2524		3502		3633		2547		
5970		5867		3548		5970		3942		3614		5876		3900		2533		3507		3623		2524		
5975		5890		3548		5984		3909		3590		5848		3909		2528		3497		3609		2500		
5975		5923		3544		6012		3938		3590		5942		3952		2509		3535		3609		2514		
6016		Err		3548		6059		3895		3619		5900		3938		2533		3535		Err		2528		
5984		5984		3539		5979		3938		3651		5862		3919		2486		3549		3642		2524		
5988		5914		3521		5979		3900		3619		5900		3905		2533		3502		3619		2519		
6002		5984		3549		5993		3952		3609		5923		3919		2524		3521		3642		2495		
6021		5900		3535		5989		3914		3609		5951		3872		2491		3507		3586		2514		
5989		5895		3530		5988		3877		3609		5951		3905		2514		3535		3614		2495		
5993		5956		3544		5984		3975		3600		5928		3891		2556		3516		3614		2486		
5998		Err		3530		5984		3886		3623		5965		3895		2524		3507		3595		2495		
5989		5886		3525		6007		3909		3623		5886		3914		Err		3521		3609		2514		
5970		5890		3539		5979		3886		3605		5937		3891		2505		3530		3605		2542		
5988		5965		3535		5988		3938		3614		Err		3891		2514		3549		3614		2552		
5984		5904		3544		Err		3905		3605		5900		3909		2528		3525		3590		2519		
5965		5881		3535		5970		3914		3614		5923		3914		2477		3530		3609		2542		
5988		5923		3558		6007		3886		3628		5867		3909		2561		3535		3614		2528		
6030		Err		3539		6035		Err		3614		5909		3938		2542		3549		3609		2519		
5984		5839		3539		Err		3928		3628		5951		Err		2477		3544		3614		2542		
6002		5862		3544		5988		3909		3623		5933		3881		2509		3535		3600		2542		
6007		5909		3530		6007		3905		3609		5895		3895		2509		3525		3614		2486		
5989		5853		3562		5998		3923		3614		5928		3891		2542		3535		3586		2491		
5988		5886		3549		6030		3867		3605		5881		3928		2528		3521		3614		2547		
5984		5988		3525		5988		3933		3614		5965		3895		2701		3553		3609		2491		
6002		5988		3558		5965		3919		3605		5895		3863		2547		3497		3595		2514		
5984		5881		3548		Err		3914		3642		5937		3914		2514		3548		3600		2547		
5961		5975		3539		5998		3891		3609		5890		3914		2542		3516		3623		2528		
6002		5965		3548		5975		3863		3628		5933		3928		2552		3516		3619		2519		
6007		5914		3521		5979		3919		3581		5937		3891		2538		3553		3605		2547		
5988		5858		3539		6002		3905		3619		5923		Err		2561		Err		3619		2524		
6007		5909		3530		5988		3895		3609		5947		3900		2570		3521		3619		Err		
5961		5886		3548		5993		3895		3642		5933		3914		2528		3516		3619		2542		
5984		Err		3548		6021		3891		3619		5947		3914		2570		3525		3609		2514		
5984		6002		3530		5988		3891		3623		Err		3891		2552		3502		3590		2556		
5984		6007		3548		6016		3886		3609		5951		3905		2542		3530		3633		2538		
6002		Err		3530		5988		3900		3600		5886		3928		2561		3535		3637		2481		
5998		5834		3521		5975		3947		3628		5886		3938		2528		3525		Err		2542		
5998		5872		3521		5961		3877		3623		6002		3886		2538		3548		3590		2514		
5993		5937		3544		5984		3947		3614		5890		3881		2542		3488		3651		2514		
5998		5909		3502		5979		3933		3595		5918		Err		2524		3539		3609		2538		
6007		5918		3549		Err		3923		3619		5961		3952		2514		3544		3600		2486		
5993		5956		3576		5993		3881		3595		5895		3909		2514		Err		3623		2519		
5998		5965		3544		5989		3909		3609		5904		4013		2514		3525		3614		2528		
5998		5918		3572		6016		3947		3637		5942		3947		2584		3521		3633		2519		
5988		5914		3530		6054		3914		3614		5867		3938		2519		3549		3609		2706		
5988		5956		3548		5988		3895		3609		5900		3895		2542		3558		3595		2519		
6012		5890		3507		5979		3886		3605		5933		3942		2519		3567		3605		2519		
5979		5872		3535		5961		3900		3628		5947		3914		2477		3535		3595		2500		
5984		5961		3544		Err		3895		3609		5965		3928		2500		3535		3628		2575		
5989		5876		3539		5988		3905		3633		Err		3923		2538		3576		3605		2533		
5989		5918		3535		5989		3933		3647		5834		3881		2552		3530		3586		2547		
5989		5928		3525		Err		3863		3614		5872		3886		2514		3544		3623		2505		
5970		5914		3521		6012		3895		3600		5975		3900		2505		3553		3590		2584		
6002		5933		3530		6002		3872		3619		5956		3938		2509		3535		3605		2538		
6002		5895		3544		6007		3919		3605		5904		3900		2538		3535		3605		2495		
5979		5933		3516		6030		3895		3619		5909		3947		2556		3521		3623		2528		
6021		5956		3548		6002		3895		3605		5975		3900		2528		3539		3623		2509		
5989		5853		3535		5998		3891		3614		5904		3942		2514		3507		3600		2509		
6002		5904		3558		6035		3909		3628		5918		3919		2561		3549		3586		2547		
5984		5890		3549		5989		3895		3586		5965		3928		2547		3530		3605		Err		
6012		5886		3521		5989		3877		3647		5858		3891		2552		3521		3595		2519		
6044		5923		3562		5979		3928		3605		5909		3886		2491		3521		3619		2495		
5975		5933		Err		5975		3905		3590		5928		3914		2682		3521		3614		2533		
5998		5923		3530		5993		3905		3605		5895		3900		2561		3530		3590		2524		
6016		5989		3548		5975		3928		3628		5942		3872		2542		3553		3637		2524		
6016		5984		3530		5998		3952		3600		5947		3900		2552		3530		3609		2509		
5984		5886		3544		6007		3938		3623		5825		3914		2519		3539		3609		2453		
6012		5937		3549		6012		3956		3609		5858		3877		2514		3479		3623		2509		
6007		5862		Err		5984		3919		3605		5947		3900		2491		3535		3656		2566		
6026		5886		3558		6007		3900		3614		5839		3905		2538		3576		3590		2524		
6002		5867		3530		6012		3923		3595		5858		3923		2505		3530		3609		2505		
5988		5853		3567		6016		3909		3605		5886		3966		2509		3539		3600		2491		
5984		5862		3544		6016		3900		Err		5918		3886		2500		Err		3614		2467		
6054		5881		3535		5984		3933		3623		5904		3905		2486		3544		3647		2524		
5984		5909		3525		6040		3895		3605		5956		3933		2538		Err		3628		2495		
6002		5900		3548		5989		3909		3609		5970		3891		2509		3539		3605		2552		
5984		5937		3544		5993		3933		3614		5970		3923		2472		3535		3600		2528		
5998		5975		3544		6012		3909		3614		5876		3933		2519		3539		3647		2505		
6026		5881		3567		5989		3900		3595		5989		3961		2519		3539		3628		2566		
5998		5951		3558		6016		3938		3609		5988		3909		2538		3525		3609		2514		
5998		5956		3544		5993		3886		3633		5914		3881		2542		3572		3605		2533		
6016		5881		3511		6035		3909		3605		5951		3848		2524		3516		3614		2524		
6012		5914		3525		6007		3942		3619		5890		3881		2542		3525		3656		2552		
5988		5914		3507		5988		3886		3614		5867		3919		2495		3558		3628		2524		
6021		5904		3539		5988		3919		3623		5858		3886		2505		3553		3600		2519		
6002		5858		3548		6035		3891		3633		5956		3905		2505		3544		3590		2570		
6021		5876		3525		6030		3919		3633		5895		3933		2566		3493		3614		2533		
5984		5933		3535		5993		3909		Err		5904		3914		2552		3530		3619		2491		
6007		5928		3567		6021		3909		3614		5956		3895		2524		3497		3600		2524		
6016		5923		3549		5988		3867		3619		5914		3928		2528		Err		3614		2533		
6002		5900		3530		6007		3886		Err		5923		3928		2570		3544		3595		2519		
5979		5876		3507		5984		Err		3619		5862		3900		2500		3521		3633		2519		
5984		5928		3516		6002		3895		3600		5933		Err		2528		3530		Err		2538		
6007		5843		3530		6049		3933		3633		5890		3923		2524		3502		3600		2561		
6012		5895		3525		6030		3900		3609		5933		3895		2514		3539		3605		2495		
Err		5862		3535		6040		3905		3628		5928		3909		2696		3535		3605		2472		
5989		5947		3544		5984		3947		3609		5848		3900		2528		3539		3623		2509		
5988		5956		3497		5979		3933		3614		5862		3881		2514		3525		3572		2547		
6016		Err		3530		5984		3914		3600		5918		3881		2542		3544		3614		2528		
6007		5895		3558		6030		3881		3614		5918		3919		2888		Err		3614		2514		
6030		5933		3558		6063		3905		3647		5947		3900		2547		3516		3609		2500		
6040		5933		3549		6012		3942		3605		5862		3909		Err		3530		3605		2552		
5984		5881		3497		6040		3900		3609		5862		3919		2566		3553		3619		2524		
6040		5951		3558		5984		3900		3623		5895		3928		2495		3548		3628		2509		
6016		5923		3539		6012		3919		3595		5890		3966		2524		3507		3609		2505		
6012		5853		3544		6049		3933		3633		5867		3909		2528		3544		3581		2519		
